,accuracy,loss,val_accuracy,val_loss
0,0.2177419364452362,7.740212440490723,0.24112150073051453,1.3809618949890137
1,0.2040942907333374,1.520595669746399,0.24112150073051453,1.3837352991104126
2,0.1997518539428711,1.520260214805603,0.24112150073051453,1.391833782196045
3,0.1997518539428711,1.5163096189498901,0.24112150073051453,1.3933342695236206
4,0.1997518539428711,1.5689114332199097,0.24112150073051453,1.389548659324646
5,0.19789081811904907,1.5057759284973145,0.24112150073051453,1.2424224615097046
6,0.2735731899738312,1.5632233619689941,0.22990654408931732,1.3993972539901733
7,0.29466500878334045,1.514070987701416,0.25046730041503906,1.4006397724151611
8,0.2822580635547638,1.513696551322937,0.25046730041503906,1.4019643068313599
9,0.28535979986190796,1.5136322975158691,0.25046730041503906,1.4028124809265137
10,0.25620347261428833,1.513511300086975,0.24112150073051453,1.4040099382400513
11,0.1997518539428711,1.5119887590408325,0.24112150073051453,1.4044307470321655
12,0.2016129046678543,1.5134927034378052,0.24112150073051453,1.4050382375717163
13,0.2772952914237976,1.5133397579193115,0.25046730041503906,1.4054577350616455
14,0.19665011763572693,1.5124194622039795,0.24112150073051453,1.406112790107727
15,0.1997518539428711,1.512279987335205,0.24112150073051453,1.4064592123031616
16,0.1997518539428711,1.5122239589691162,0.24112150073051453,1.4063061475753784
17,0.20285360515117645,1.51222825050354,0.24112150073051453,1.4066650867462158
18,0.22146402299404144,1.5133038759231567,0.24112150073051453,1.4065825939178467
19,0.21836228668689728,1.5122193098068237,0.24112150073051453,1.4074050188064575
20,0.20037220418453217,1.5110576152801514,0.24112150073051453,1.4071197509765625
21,0.23759305477142334,1.5133683681488037,0.24112150073051453,1.4072461128234863
22,0.21029776334762573,1.513333797454834,0.24112150073051453,1.4072415828704834
23,0.1997518539428711,1.5121606588363647,0.24112150073051453,1.407468318939209
24,0.1997518539428711,1.510888934135437,0.24112150073051453,1.4074468612670898
25,0.20347394049167633,1.5108884572982788,0.24112150073051453,1.4074236154556274
26,0.1997518539428711,1.5132743120193481,0.24112150073051453,1.4074662923812866
27,0.22828784584999084,1.5132479667663574,0.24112150073051453,1.4075134992599487
28,0.21277914941310883,1.5120127201080322,0.24112150073051453,1.4075068235397339
29,0.231389582157135,1.513288974761963,0.24112150073051453,1.4079594612121582
