,accuracy,loss,val_accuracy,val_loss,learning_rate
0,0.3124031126499176,1.6860854625701904,0.5124223828315735,1.2421848773956299,0.0010000000474974513
1,0.4155038893222809,1.3596084117889404,0.47204968333244324,1.0711930990219116,0.0010000000474974513
2,0.48914727568626404,1.2600985765457153,0.5652173757553101,0.9097344279289246,0.0010000000474974513
3,0.5162790417671204,1.1929153203964233,0.5993788838386536,0.9775000214576721,0.0010000000474974513
4,0.5790697932243347,1.0888577699661255,0.6521739363670349,0.8059121966362,0.0010000000474974513
5,0.6139534711837769,0.9969322681427002,0.6677018404006958,0.7608935236930847,0.0010000000474974513
6,0.6418604850769043,0.9433582425117493,0.6801242232322693,0.7098981738090515,0.0010000000474974513
7,0.6852713227272034,0.8561339974403381,0.7049689292907715,0.7162100672721863,0.0010000000474974513
8,0.6674418449401855,0.9607099294662476,0.5838509202003479,0.9429454803466797,0.0010000000474974513
9,0.6736434102058411,0.869850218296051,0.7049689292907715,0.7105967998504639,0.00010000000474974513
10,0.7170542478561401,0.759484052658081,0.7142857313156128,0.6395588517189026,0.00010000000474974513
11,0.7364341020584106,0.7295454144477844,0.7267080545425415,0.6528382897377014,0.00010000000474974513
12,0.7224805951118469,0.7196043729782104,0.7236024737358093,0.6327039003372192,0.00010000000474974513
13,0.7550387382507324,0.6850757598876953,0.7546584010124207,0.5605680346488953,0.00010000000474974513
14,0.7860465049743652,0.6120003461837769,0.7453415989875793,0.5787749886512756,0.00010000000474974513
15,0.7682170271873474,0.6100786328315735,0.739130437374115,0.5684431791305542,0.00010000000474974513
16,0.7922480702400208,0.5748701095581055,0.7763975262641907,0.5296759605407715,1.0000000656873453e-05
17,0.7961240410804749,0.5539933443069458,0.7763975262641907,0.5313652157783508,1.0000000656873453e-05
18,0.7821705341339111,0.589587390422821,0.7670807242393494,0.49392902851104736,1.0000000656873453e-05
19,0.8124030828475952,0.535514235496521,0.7546584010124207,0.5286474823951721,1.0000000656873453e-05
20,0.7930232286453247,0.5524537563323975,0.7888198494911194,0.5438045859336853,1.0000000656873453e-05
21,0.8124030828475952,0.5386194586753845,0.7639751434326172,0.5337985157966614,1.0000001111620804e-06
22,0.7906976938247681,0.5548418164253235,0.8012422323226929,0.4899461567401886,1.0000001111620804e-06
23,0.8054263591766357,0.5400539636611938,0.7981366515159607,0.5275582075119019,1.0000001111620804e-06
24,0.7953488230705261,0.5340529084205627,0.760869562625885,0.5247093439102173,1.0000001111620804e-06
25,0.7961240410804749,0.5503692626953125,0.7732919454574585,0.4970661997795105,1.000000082740371e-07
26,0.8023256063461304,0.5509634017944336,0.7888198494911194,0.5168969035148621,1.000000082740371e-07
27,0.7968991994857788,0.5603652000427246,0.8105590343475342,0.4945070743560791,1.000000082740371e-08
28,0.7953488230705261,0.5453240871429443,0.7919254899024963,0.5344409346580505,1.000000082740371e-08
29,0.8038759827613831,0.534157395362854,0.7546584010124207,0.5495936870574951,1.000000082740371e-09
